match_id,team,player,pass_recipient,minute,second,period,location,pass_end_location,pass_length,pass_angle,pass_height,pass_type,pass_cross,pass_switch,pass_deflected,pass_outcome,pass_shot_assist,pass_goal_assist,pass_assisted_shot_id,under_pressure,play_pattern,source_file,pass_technique,pass_through_ball,pass_cut_back
7580,France,N''Golo Kanté,Paul Pogba,38,23,1,"[66.0, 42.0]","[71.0, 56.0]",14.866069,1.2277724,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Benjamin Pavard,38,26,1,"[72.0, 57.0]","[83.0, 71.0]",17.804493,0.9048271,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Raphaël Varane,38,28,1,"[81.0, 75.0]","[61.0, 54.0]",29.0,-2.331809,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Samuel Yves Umtiti,38,30,1,"[62.0, 54.0]","[62.0, 28.0]",26.0,-1.5707964,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Raphaël Varane,38,34,1,"[66.0, 25.0]","[57.0, 53.0]",29.410883,1.8817946,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Paul Pogba,38,37,1,"[58.0, 55.0]","[66.0, 59.0]",8.944272,0.4636476,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Benjamin Pavard,38,40,1,"[72.0, 76.0]","[87.0, 76.0]",15.0,0.0,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Antoine Griezmann,38,42,1,"[91.0, 77.0]","[106.0, 76.0]",15.033297,-0.066568166,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Antoine Griezmann,Benjamin Pavard,38,44,1,"[105.0, 75.0]","[106.0, 65.0]",10.049875,-1.4711276,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Olivier Giroud,38,45,1,"[114.0, 64.0]","[120.0, 14.0]",50.358715,-1.4513674,High Pass,,True,True,,Out,,,,True,Regular Play,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Blaise Matuidi,41,55,1,"[47.0, 39.0]","[51.0, 30.0]",9.848858,-1.152572,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Blaise Matuidi,Paul Pogba,41,57,1,"[53.0, 33.0]","[59.0, 51.0]",18.973665,1.2490457,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Benjamin Pavard,42,0,1,"[64.0, 53.0]","[64.0, 64.0]",11.0,1.5707964,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Paul Pogba,42,4,1,"[74.0, 63.0]","[68.0, 54.0]",10.816654,-2.158799,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Samuel Yves Umtiti,42,6,1,"[68.0, 53.0]","[57.0, 26.0]",29.15476,-1.957672,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,N''Golo Kanté,42,9,1,"[58.0, 25.0]","[61.0, 38.0]",13.341664,1.3439975,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Benjamin Pavard,42,12,1,"[62.0, 46.0]","[72.0, 66.0]",22.36068,1.1071488,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Raphaël Varane,42,14,1,"[71.0, 66.0]","[58.0, 53.0]",18.384777,-2.3561945,Ground Pass,,,,,,,,,True,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,N''Golo Kanté,42,17,1,"[57.0, 52.0]","[64.0, 47.0]",8.602325,-0.6202495,Ground Pass,,,,,,,,,True,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Paul Pogba,42,42,1,"[64.0, 47.0]","[68.0, 53.0]",7.2111025,0.98279375,Ground Pass,Free Kick,,,,,,,,,From Free Kick,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Kylian Mbappé Lottin,42,45,1,"[74.0, 56.0]","[88.0, 75.0]",23.600847,0.9357696,Ground Pass,,,,,,,,,,From Free Kick,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,Olivier Giroud,42,50,1,"[100.0, 58.0]","[96.0, 49.0]",9.848858,-1.9890207,Ground Pass,,,,,,,,,True,From Free Kick,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,N''Golo Kanté,43,3,1,"[38.0, 22.0]","[54.0, 27.0]",16.763054,0.30288488,Ground Pass,,,,,,,,,True,From Free Kick,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Lucas Hernández Pi,43,5,1,"[54.0, 27.0]","[47.0, 3.0]",25.0,-1.8545904,Ground Pass,,,,,,,,,True,From Free Kick,ArgentinaFR.csv,,,
7580,France,Lucas Hernández Pi,Samuel Yves Umtiti,43,8,1,"[45.0, 8.0]","[31.0, 19.0]",17.804493,2.4756234,Ground Pass,,,,,,,,,,From Free Kick,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Raphaël Varane,43,10,1,"[29.0, 18.0]","[34.0, 56.0]",38.327538,1.439969,Ground Pass,,,,,,,,,,From Free Kick,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Paul Pogba,43,16,1,"[50.0, 56.0]","[53.0, 51.0]",5.8309517,-1.0303768,Ground Pass,,,,,,,,,,From Free Kick,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Raphaël Varane,43,17,1,"[53.0, 50.0]","[48.0, 57.0]",8.602325,2.1910458,Ground Pass,,,,,,,,,,From Free Kick,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Olivier Giroud,43,19,1,"[47.0, 64.0]","[72.0, 54.0]",26.925823,-0.38050637,Low Pass,,,,,Incomplete,,,,True,From Free Kick,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Kylian Mbappé Lottin,43,23,1,"[68.0, 68.0]","[75.0, 62.0]",9.219544,-0.7086263,Low Pass,Recovery,,,,,,,,,From Free Kick,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Antoine Griezmann,44,30,1,"[18.0, 26.0]","[30.0, 24.0]",12.165525,-0.16514868,Low Pass,Recovery,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Antoine Griezmann,Paul Pogba,44,31,1,"[30.0, 23.0]","[29.0, 33.0]",10.049875,1.670465,Low Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Hugo Lloris,Raphaël Varane,45,39,1,"[15.0, 40.0]","[22.0, 51.0]",13.038404,1.0040671,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Samuel Yves Umtiti,45,42,1,"[25.0, 53.0]","[32.0, 27.0]",26.925823,-1.3078016,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Raphaël Varane,45,46,1,"[38.0, 27.0]","[37.0, 47.0]",20.024984,1.6207547,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Benjamin Pavard,45,50,1,"[48.0, 50.0]","[46.0, 64.0]",14.142136,1.7126933,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Raphaël Varane,45,54,1,"[48.0, 63.0]","[36.0, 54.0]",15.0,-2.4980915,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Samuel Yves Umtiti,45,56,1,"[37.0, 51.0]","[48.0, 19.0]",33.83785,-1.2397002,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,N''Golo Kanté,46,2,1,"[58.0, 18.0]","[64.0, 33.0]",16.155495,1.19029,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Blaise Matuidi,46,5,1,"[67.0, 29.0]","[82.0, 30.0]",15.033297,0.066568166,Ground Pass,,,,,Incomplete,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Kylian Mbappé Lottin,46,22,1,"[47.0, 61.0]","[66.0, 78.0]",25.495098,0.72989964,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,Antoine Griezmann,46,26,1,"[89.0, 60.0]","[88.0, 60.0]",1.0,3.1415927,Ground Pass,,,,,Incomplete,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Antoine Griezmann,,46,34,1,"[116.0, 80.0]","[114.0, 76.0]",4.472136,-2.0344439,Low Pass,,,,,Incomplete,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Paul Pogba,46,50,1,"[108.0, 80.0]","[103.0, 74.0]",7.81025,-2.2655346,Low Pass,Throw-in,,,,,,,,,From Throw In,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Paul Pogba,48,46,2,"[47.0, 39.0]","[56.0, 56.0]",19.235384,1.0838971,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Kylian Mbappé Lottin,48,49,2,"[56.0, 57.0]","[67.0, 78.0]",23.70654,1.0882831,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Antoine Griezmann,Kylian Mbappé Lottin,49,55,2,"[86.0, 75.0]","[112.0, 61.0]",29.529646,-0.49394137,Ground Pass,Free Kick,,,,,,,,,From Free Kick,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,Blaise Matuidi,49,57,2,"[112.0, 60.0]","[113.0, 51.0]",9.055386,-1.4601392,Ground Pass,,,,,Incomplete,,,,,From Free Kick,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,N''Golo Kanté,50,6,2,"[102.0, 80.0]","[85.0, 70.0]",19.723083,-2.6098685,Low Pass,Throw-in,,,,,,,,,From Throw In,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Raphaël Varane,50,9,2,"[83.0, 67.0]","[79.0, 56.0]",11.7046995,-1.9195673,Ground Pass,,,,,,,,,,From Throw In,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Samuel Yves Umtiti,50,11,2,"[76.0, 56.0]","[73.0, 33.0]",23.194826,-1.7004988,Ground Pass,,,,,,,,,,From Throw In,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Lucas Hernández Pi,50,14,2,"[75.0, 31.0]","[109.0, 4.0]",43.416588,-0.67114383,High Pass,,,,,,,,,,From Throw In,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Raphaël Varane,50,37,2,"[42.0, 27.0]","[40.0, 54.0]",27.073973,1.6447353,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Benjamin Pavard,50,40,2,"[48.0, 57.0]","[51.0, 75.0]",18.248287,1.4056476,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Raphaël Varane,50,45,2,"[59.0, 74.0]","[55.0, 67.0]",8.062258,-2.0899425,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Blaise Matuidi,50,48,2,"[53.0, 62.0]","[58.0, 33.0]",29.427877,-1.4000611,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Blaise Matuidi,Samuel Yves Umtiti,50,50,2,"[57.0, 33.0]","[53.0, 23.0]",10.770329,-1.9513026,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Blaise Matuidi,50,52,2,"[54.0, 22.0]","[57.0, 29.0]",7.615773,1.1659045,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Blaise Matuidi,N''Golo Kanté,50,55,2,"[55.0, 28.0]","[64.0, 36.0]",12.0415945,0.7266424,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Antoine Griezmann,50,58,2,"[79.0, 35.0]","[82.0, 33.0]",3.6055512,-0.5880026,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Antoine Griezmann,Lucas Hernández Pi,50,59,2,"[87.0, 34.0]","[97.0, 4.0]",31.622776,-1.2490457,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Lucas Hernández Pi,N''Golo Kanté,51,8,2,"[100.0, 2.0]","[85.0, 9.0]",16.552946,2.7049656,Low Pass,Throw-in,,,,,,,,,From Throw In,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Raphaël Varane,51,11,2,"[80.0, 13.0]","[70.0, 42.0]",30.675724,1.9028558,Ground Pass,,,,,,,,,,From Throw In,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Kylian Mbappé Lottin,51,16,2,"[83.0, 59.0]","[93.0, 76.0]",19.723083,1.0390723,Ground Pass,,,,,,,,,,From Throw In,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,Paul Pogba,51,20,2,"[94.0, 71.0]","[85.0, 56.0]",17.492855,-2.1112158,Ground Pass,,,,,,,,,,From Throw In,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Antoine Griezmann,51,22,2,"[86.0, 53.0]","[120.0, 56.0]",34.132095,0.088007376,High Pass,,,,,Out,,,,,From Throw In,ArgentinaFR.csv,,,
7580,France,Blaise Matuidi,,52,2,2,"[64.0, 5.0]","[64.0, 5.0]",0.0,0.0,High Pass,,,,,Incomplete,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,Paul Pogba,53,0,2,"[100.0, 6.0]","[115.0, 41.0]",38.078865,1.1659045,High Pass,Free Kick,True,,,Incomplete,,,,,From Free Kick,ArgentinaFR.csv,,,
7580,France,Lucas Hernández Pi,,53,56,2,"[35.0, 25.0]","[37.0, 23.0]",2.828427,-0.7853982,High Pass,Recovery,,,,Incomplete,,,,True,From Free Kick,ArgentinaFR.csv,,,
7580,France,Hugo Lloris,Samuel Yves Umtiti,54,37,2,"[6.0, 41.0]","[16.0, 16.0]",26.925823,-1.19029,Ground Pass,Goal Kick,,,,,,,,,From Goal Kick,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,N''Golo Kanté,54,40,2,"[21.0, 18.0]","[23.0, 50.0]",32.06244,1.5083776,Ground Pass,,,,,,,,,,From Goal Kick,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Raphaël Varane,54,44,2,"[27.0, 54.0]","[34.0, 70.0]",17.464249,1.1583859,Ground Pass,,,,,,,,,,From Goal Kick,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Kylian Mbappé Lottin,54,49,2,"[59.0, 70.0]","[73.0, 79.0]",16.643316,0.57133746,Ground Pass,,,,,,,,,,From Goal Kick,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,Paul Pogba,54,53,2,"[75.0, 73.0]","[85.0, 78.0]",11.18034,0.4636476,Ground Pass,,,,,,,,,,From Goal Kick,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Raphaël Varane,54,57,2,"[64.0, 79.0]","[48.0, 70.0]",18.35756,-2.629203,Ground Pass,Recovery,,,,,,,,,From Goal Kick,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Samuel Yves Umtiti,55,0,2,"[47.0, 72.0]","[55.0, 37.0]",35.902645,-1.3460852,Ground Pass,,,,,,,,,,From Goal Kick,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Olivier Giroud,55,7,2,"[76.0, 32.0]","[89.0, 40.0]",15.264338,0.551655,Ground Pass,,,,True,,,,,,From Goal Kick,ArgentinaFR.csv,,,
7580,France,Olivier Giroud,Antoine Griezmann,55,8,2,"[89.0, 39.0]","[105.0, 39.0]",16.0,0.0,Ground Pass,,,,,Incomplete,,,,,From Goal Kick,ArgentinaFR.csv,,,
7580,France,Hugo Lloris,Raphaël Varane,55,55,2,"[14.0, 33.0]","[27.0, 55.0]",25.553865,1.0370882,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Kylian Mbappé Lottin,56,0,2,"[38.0, 54.0]","[63.0, 78.0]",34.655445,0.76499283,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,N''Golo Kanté,56,1,2,"[63.0, 76.0]","[53.0, 66.0]",14.142136,-2.3561945,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Benjamin Pavard,56,4,2,"[54.0, 65.0]","[47.0, 74.0]",11.401754,2.2318394,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Hugo Lloris,56,5,2,"[42.0, 74.0]","[11.0, 43.0]",43.840622,-2.3561945,Low Pass,,,,,,,,,True,Regular Play,ArgentinaFR.csv,,,
7580,France,Hugo Lloris,Olivier Giroud,56,12,2,"[15.0, 31.0]","[78.0, 27.0]",63.126858,-0.06340695,High Pass,,,,,Incomplete,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Samuel Yves Umtiti,56,19,2,"[53.0, 19.0]","[38.0, 23.0]",15.524175,2.8809903,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,N''Golo Kanté,56,22,2,"[42.0, 18.0]","[49.0, 29.0]",13.038404,1.0040671,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Samuel Yves Umtiti,56,25,2,"[55.0, 25.0]","[39.0, 17.0]",17.888544,-2.6779451,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Hugo Lloris,56,27,2,"[39.0, 15.0]","[12.0, 30.0]",30.88689,2.634494,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Hugo Lloris,Raphaël Varane,56,30,2,"[12.0, 29.0]","[27.0, 63.0]",37.161808,1.1553042,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,N''Golo Kanté,56,34,2,"[33.0, 61.0]","[44.0, 52.0]",14.21267,-0.6857295,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Blaise Matuidi,56,40,2,"[63.0, 37.0]","[64.0, 22.0]",15.033297,-1.5042281,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Blaise Matuidi,Lucas Hernández Pi,56,42,2,"[68.0, 17.0]","[114.0, 15.0]",46.043457,-0.043450896,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Lucas Hernández Pi,Benjamin Pavard,56,46,2,"[116.0, 15.0]","[101.0, 56.0]",43.65776,1.9215243,High Pass,,True,True,,,,True,0f98d6b4-a2c6-4399-9e8e-1df79e4ef8a8,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Kylian Mbappé Lottin,59,5,2,"[4.0, 60.0]","[30.0, 77.0]",31.06445,0.57907426,High Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Raphaël Varane,60,20,2,"[58.0, 18.0]","[53.0, 46.0]",28.442924,1.7475052,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Benjamin Pavard,60,24,2,"[58.0, 51.0]","[68.0, 78.0]",28.79236,1.2160907,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Paul Pogba,60,26,2,"[68.0, 78.0]","[64.0, 67.0]",11.7046995,-1.9195673,Ground Pass,,,,,,,,,True,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Benjamin Pavard,60,30,2,"[64.0, 74.0]","[85.0, 77.0]",21.213203,0.14189705,High Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Kylian Mbappé Lottin,60,33,2,"[90.0, 77.0]","[88.0, 67.0]",10.198039,-1.7681919,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,Paul Pogba,60,36,2,"[88.0, 78.0]","[81.0, 73.0]",8.602325,-2.5213432,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,,60,39,2,"[75.0, 68.0]","[120.0, 63.0]",45.276924,-0.11065722,High Pass,,,,,Out,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Raphaël Varane,62,33,2,"[23.0, 27.0]","[29.0, 62.0]",35.510563,1.401018,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Paul Pogba,62,40,2,"[54.0, 67.0]","[54.0, 56.0]",11.0,-1.5707964,Ground Pass,,,,,,,,,True,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Raphaël Varane,62,42,2,"[53.0, 56.0]","[55.0, 69.0]",13.152946,1.418147,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Benjamin Pavard,62,44,2,"[56.0, 69.0]","[65.0, 78.0]",12.727922,0.7853982,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Benjamin Pavard,Raphaël Varane,62,47,2,"[65.0, 78.0]","[55.0, 75.0]",10.440307,-2.8501358,Ground Pass,,,,,,,,,True,Regular Play,ArgentinaFR.csv,,,
7580,France,Raphaël Varane,Samuel Yves Umtiti,62,50,2,"[53.0, 71.0]","[48.0, 27.0]",44.28318,-1.6839473,Ground Pass,,,True,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Paul Pogba,62,58,2,"[67.0, 16.0]","[71.0, 32.0]",16.492422,1.3258177,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Lucas Hernández Pi,63,0,2,"[76.0, 38.0]","[99.0, 5.0]",40.22437,-0.962107,Low Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Lucas Hernández Pi,Blaise Matuidi,63,4,2,"[110.0, 5.0]","[107.0, 35.0]",30.149628,1.670465,High Pass,,True,,,,True,,ebaf26f4-5246-4fee-95c8-34e14e344c58,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,,66,24,2,"[2.0, 21.0]","[8.0, 1.0]",20.880613,-1.2793396,Low Pass,,,,,Out,,,,,From Free Kick,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Hugo Lloris,67,35,2,"[14.0, 17.0]","[5.0, 39.0]",23.769728,1.959115,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Hugo Lloris,N''Golo Kanté,67,37,2,"[6.0, 39.0]","[22.0, 33.0]",17.088007,-0.35877067,Ground Pass,,,,,,,,,True,Regular Play,ArgentinaFR.csv,,,
7580,France,N''Golo Kanté,Olivier Giroud,67,42,2,"[34.0, 26.0]","[57.0, 33.0]",24.04163,0.29544082,Ground Pass,,,,,,,,,True,Regular Play,ArgentinaFR.csv,,,
7580,France,Olivier Giroud,Blaise Matuidi,67,43,2,"[59.0, 32.0]","[63.0, 21.0]",11.7046995,-1.2220253,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Blaise Matuidi,Olivier Giroud,67,45,2,"[65.0, 25.0]","[86.0, 44.0]",28.319605,0.7354398,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Olivier Giroud,Kylian Mbappé Lottin,67,47,2,"[90.0, 47.0]","[105.0, 53.0]",16.155495,0.38050637,Ground Pass,,,,,,,True,17c51533-19cf-48fd-a711-5f033dcb0d9a,,Regular Play,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,N''Golo Kanté,69,8,2,"[29.0, 70.0]","[29.0, 67.0]",3.0,-1.5707964,Ground Pass,,,,,Incomplete,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Lucas Hernández Pi,Samuel Yves Umtiti,69,39,2,"[12.0, 24.0]","[4.0, 26.0]",8.246211,2.896614,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Olivier Giroud,69,41,2,"[6.0, 26.0]","[37.0, 32.0]",31.575306,0.19118446,High Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Olivier Giroud,Kylian Mbappé Lottin,69,43,2,"[37.0, 31.0]","[33.0, 52.0]",21.377558,1.7590178,High Pass,,,,,,,,,True,Regular Play,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,Paul Pogba,69,45,2,"[34.0, 51.0]","[41.0, 50.0]",7.071068,-0.14189705,High Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Olivier Giroud,69,53,2,"[89.0, 57.0]","[104.0, 26.0]",34.43835,-1.120135,Low Pass,,,,,,True,,5a2dcda3-0bda-4209-a4e2-5217c28c2443,,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Blaise Matuidi,70,21,2,"[53.0, 65.0]","[59.0, 61.0]",7.2111025,-0.5880026,Low Pass,Recovery,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Blaise Matuidi,Kylian Mbappé Lottin,70,23,2,"[59.0, 70.0]","[58.0, 77.0]",7.071068,1.7126933,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,Blaise Matuidi,70,25,2,"[62.0, 78.0]","[68.0, 74.0]",7.2111025,-0.5880026,Ground Pass,,,,,,,,,True,Regular Play,ArgentinaFR.csv,,,
7580,France,Blaise Matuidi,Kylian Mbappé Lottin,70,27,2,"[69.0, 78.0]","[63.0, 78.0]",6.0,3.1415927,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Kylian Mbappé Lottin,Antoine Griezmann,70,27,2,"[62.0, 78.0]","[67.0, 68.0]",11.18034,-1.1071488,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Antoine Griezmann,,70,34,2,"[72.0, 34.0]","[65.0, 27.0]",9.899495,-2.3561945,Ground Pass,,,,,Unknown,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Samuel Yves Umtiti,Blaise Matuidi,70,38,2,"[59.0, 27.0]","[75.0, 37.0]",18.867962,0.5585993,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Blaise Matuidi,Paul Pogba,70,40,2,"[75.0, 38.0]","[72.0, 56.0]",18.248287,1.735945,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
7580,France,Paul Pogba,Antoine Griezmann,70,45,2,"[77.0, 54.0]","[81.0, 40.0]",14.56022,-1.2924967,Ground Pass,,,,,,,,,,Regular Play,ArgentinaFR.csv,,,
